ExciseTaxNbr,Month,Day,Year,SalePrice,PropertyType,PropertyClass,PrincipalUse,SaleInstrument,SaleReason,AFHistoricProperty
1034567,11,29,1988,89745,3,8,0,2,1,False
2433954,3,25,2010,567000,3,8,6,3,1,False
1583905,12,15,1997,238950,3,8,6,3,1,False
1028683,10,11,1988,249950,3,8,0,2,1,False
1461636,12,19,1995,805652,1,7,0,3,1,False
1461636,12,19,1995,805652,1,7,0,3,1,False
2734939,6,1,2015,337000,3,8,6,3,1,False
1861568,10,24,2001,0,3,8,0,15,11,False
2716140,2,24,2015,290000,3,8,6,3,1,False
2666713,5,2,2014,2500,11,8,6,26,1,False
2132282,6,17,2005,275000,3,8,6,3,1,False
3083948,11,19,2020,1650000,11,8,6,2,1,False
2245269,9,27,2006,146236,3,8,6,15,14,False
1793130,12,18,2000,185000,3,3,2,3,1,False
869850,3,27,1986,60000,3,8,6,2,1,False
2286428,5,17,2007,370000,3,8,6,3,8,False
2282280,4,9,2007,0,3,8,6,15,18,False
1480219,4,15,1996,0,3,3,2,4,8,False
2489224,4,22,2011,353000,3,8,6,3,1,False
1964508,5,1,2003,800,3,8,7,26,0,False
1199672,7,5,1991,275000,3,8,0,2,1,False
2362868,9,5,2008,284000,2,3,2,3,1,False
2208355,5,8,2006,383950,3,8,6,3,1,False
729542,7,6,1983,0,3,8,0,15,9,False
2673487,6,11,2014,321786,2,8,6,3,1,False
2938969,6,15,2018,0,3,3,2,3,16,False
2938969,6,15,2018,0,3,3,2,3,16,False
1296118,3,26,1990,0,3,8,0,15,18,False
1186075,4,25,1991,33500,3,8,0,2,1,False
2941726,7,6,2018,900000,3,8,6,3,1,False
1498727,7,22,1996,229900,2,3,2,3,1,False
1612965,5,13,1998,339950,2,3,2,3,1,False
2481794,3,10,2011,0,3,8,6,15,10,False
2008188,12,15,2003,352000,3,8,6,3,1,False
2798994,5,24,2016,215000,3,3,2,3,1,False
1411449,12,20,1994,338000,3,8,6,2,1,False
847698,10,9,1985,0,1,8,0,15,4,False
847698,10,9,1985,0,1,8,0,15,4,False
847698,10,9,1985,0,1,8,0,15,4,False
847698,10,9,1985,0,1,8,0,15,4,False
847698,10,9,1985,0,1,8,0,15,4,False
847698,10,9,1985,0,1,8,0,15,4,False
847698,10,9,1985,0,1,8,0,15,4,False
2297930,7,9,2007,793200,3,8,6,3,1,False
1727132,12,14,1999,0,3,8,6,15,10,False
1699368,7,16,1999,471554,2,8,6,3,1,False
2310761,9,12,2007,293900,2,3,2,3,1,False
2974331,2,14,2019,785000,11,8,6,3,1,False
2091970,12,7,2004,237500,2,8,6,3,1,False
1797623,1,17,2001,500000,3,2,11,3,5,False
2080812,10,27,2004,256000,2,8,6,3,1,False
2502788,7,22,2011,95000,3,3,2,3,1,False
2355940,4,24,2008,0,2,8,6,15,1,False
2301440,7,19,2007,407999,3,8,6,3,1,False
1900939,7,22,2002,125000,3,3,2,3,1,False
1163427,10,31,1990,0,3,8,0,15,9,False
2517074,9,22,2011,0,3,8,6,15,10,False
2383479,3,10,2009,3688826,2,3,2,3,1,False
819656,4,15,1985,22300,3,8,0,2,1,False
1254503,6,17,1992,156500,3,8,0,2,1,False
1570738,9,15,1996,0,1,7,6,15,11,False
1928838,12,6,2002,0,3,3,6,15,18,False
2916833,2,23,2018,0,3,8,6,15,18,False
877330,5,13,1986,105000,3,8,0,2,1,False
1837827,8,8,2001,0,3,8,6,15,11,False
2300636,7,24,2007,0,3,2,11,27,18,False
2300636,7,24,2007,0,3,2,11,27,18,False
2300636,7,24,2007,0,3,2,11,27,18,False
2592488,2,28,2013,0,3,8,6,15,18,False
2127438,5,27,2005,0,3,8,6,15,10,False
1739247,2,29,2000,25000,1,7,6,3,1,False
1867804,2,1,2002,80694,3,8,6,15,14,False
2298972,7,11,2007,355000,3,8,6,3,1,False
1277343,11,3,1992,270000,3,8,6,2,1,False
3067639,8,25,2020,0,11,8,6,2,18,False
1444511,8,18,1995,96750,3,8,6,15,14,False
1920820,11,5,2002,303000,3,8,6,3,1,False
2150888,8,22,2005,0,3,8,6,15,10,False
1368025,4,2,1994,0,1,7,0,15,9,False
2482101,3,11,2011,0,3,8,6,3,18,False
1500855,8,12,1996,369000,3,8,6,3,1,False
1639854,9,21,1998,97500,3,3,2,3,1,False
2110160,3,21,2005,395000,3,8,6,3,1,False
2111494,3,29,2005,127500,3,3,2,3,1,False
1909873,9,6,2002,0,3,3,2,15,18,False
1350143,12,9,1993,430172,3,2,0,2,1,False
1535061,3,20,1997,397000,3,8,6,3,1,False
1299078,2,26,1993,0,3,8,0,15,18,False
2319590,11,6,2007,0,3,2,7,15,18,False
1491271,6,7,1996,169950,3,8,6,3,1,False
2452132,7,26,2010,699000,3,8,6,3,1,False
2346524,5,10,2008,350000,3,8,6,3,1,False
1683054,4,19,1999,25000,3,8,6,15,14,False
3030341,1,15,2020,0,3,8,6,15,18,False
1707747,8,25,1999,529000,2,8,6,3,1,False
1848519,10,22,2001,525000,3,8,6,3,1,False
2127563,5,23,2005,0,2,3,2,15,10,False
2760612,10,7,2015,208000,3,3,2,3,1,False
1860304,9,21,2001,0,3,8,6,15,14,False
1470905,2,20,1996,92200,3,8,6,3,1,False
1376483,5,24,1994,0,3,8,6,15,9,False
2005113,11,4,2003,0,3,8,6,15,18,False
2384358,10,3,2008,0,3,3,2,15,12,False
1813471,4,23,2001,199000,3,8,6,3,1,False
1337820,10,12,1993,234000,3,8,0,2,1,False
1398619,9,22,1994,1000,1,2,0,2,0,False
1862687,1,8,2002,0,3,8,6,15,10,False
2140656,7,20,2005,485000,3,8,6,3,1,False
2713883,2,5,2015,219950,3,8,6,3,1,False
1760659,6,21,2000,161950,3,3,2,3,1,False
1684784,5,11,1999,110000,3,8,6,2,1,False
1705726,8,20,1999,149900,2,3,2,3,1,False
2167906,11,2,2005,0,3,3,2,15,1,False
2259778,1,2,2007,670000,3,8,6,3,1,False
1591573,12,11,1997,0,3,3,2,15,18,False
1814372,4,19,2001,277000,3,2,6,3,1,False
2295776,6,29,2007,325000,3,3,2,3,1,False
2026059,2,23,2004,0,3,8,6,15,11,False
2714162,2,12,2015,45000,1,7,6,3,1,False
777089,4,16,1984,0,1,7,6,2,1,False
2067689,8,31,2004,200000,1,7,6,10,1,False
2374790,12,5,2008,333333,2,8,6,3,1,False
2543232,5,8,2012,56500,3,8,6,3,1,False
2087387,11,30,2004,146000,3,3,2,3,1,False
2815207,8,2,2016,940000,11,8,6,3,1,False
2947886,8,15,2018,1000000,3,8,6,3,1,False
1543451,5,8,1997,135950,3,8,6,3,1,False
2894582,10,3,2017,3192,1,7,6,27,18,False
1779022,9,27,2000,195000,3,8,6,3,1,False
2828770,10,7,2016,208888,11,7,6,3,1,False
2610069,6,4,2013,200000,3,3,2,3,1,False
1564037,8,21,1997,0,3,8,6,15,13,False
1794364,12,27,2000,0,3,8,6,15,13,False
2021008,2,23,2004,0,3,8,6,15,10,False
2480930,2,16,2011,580000,3,8,6,4,5,False
1574985,9,12,1997,0,1,7,6,3,18,False
1726310,12,7,1999,152000,3,8,6,3,4,False
1726310,12,7,1999,152000,3,8,6,3,4,False
2204787,4,21,2006,0,3,8,6,15,13,False
2550167,6,15,2012,0,3,3,2,15,10,False
2076873,10,6,2004,447950,2,8,6,3,1,False
1400529,10,17,1994,78000,3,8,6,2,1,False
2414289,10,5,2009,0,1,7,6,15,18,False
2145413,8,5,2005,0,3,8,6,15,10,False
927741,2,19,1987,65500,3,8,0,2,1,False
3092863,12,9,2020,0,11,8,6,15,18,False
1713616,9,28,1999,270000,3,8,6,3,14,False
1232014,2,24,1992,71000,3,8,6,2,1,False
1843881,9,20,2001,0,3,8,6,15,18,False
2498927,6,28,2011,649000,2,8,6,3,1,False
1680799,4,22,1999,0,3,8,6,15,13,False
2183742,1,23,2006,432950,3,8,6,3,1,False
1946346,3,18,2003,298000,3,8,6,3,1,False
2503301,5,18,2011,165000,3,8,6,3,18,False
1283255,12,10,1992,0,3,8,0,15,2,False
2790519,4,11,2016,310000,3,8,6,3,1,False
1101484,11,29,1989,2300,1,7,0,15,1,False
2594160,3,5,2013,985000,3,3,2,3,1,False
2276927,4,2,2007,395500,3,8,6,3,1,False
2608840,5,20,2013,955000,3,8,6,18,4,False
1322380,7,29,1993,0,1,7,0,15,18,False
1917880,10,22,2002,210610,0,3,2,3,1,False
1414091,1,20,1995,145000,1,7,0,2,1,False
1414091,1,20,1995,145000,1,7,0,2,1,False
1246678,4,6,1992,0,3,8,0,15,9,False
2261435,1,18,2007,324000,3,8,6,3,1,False
1569959,9,29,1997,289900,3,8,6,3,1,False
1971740,6,25,2003,325000,2,8,6,3,1,False
1515477,9,25,1996,0,3,2,11,15,18,False
2330405,1,3,2008,122518,3,8,6,15,1,False
2068967,9,1,2004,1284000,2,3,2,3,1,False
2773765,12,15,2015,0,3,8,6,15,1,False
2422595,12,8,2009,0,3,8,6,18,4,False
2721835,3,28,2015,245520,3,3,2,3,8,False
1711673,9,11,1999,0,3,8,6,15,18,False
1425955,4,24,1995,128000,2,3,2,2,1,False
3006338,8,3,2019,0,11,8,6,15,1,False
2836036,11,17,2016,0,1,7,6,15,5,False
2471749,6,9,2010,0,3,2,11,4,16,False
1815239,4,25,2001,0,3,8,6,15,18,False
1698569,7,12,1999,95000,3,3,2,3,1,False
3105108,3,10,2021,3570000,14,3,2,3,1,False
2433645,3,17,2010,435000,3,8,6,3,1,False
1337831,10,20,1993,45000,3,8,0,2,9,False
2934485,5,29,2018,750000,3,8,6,3,1,False
1828832,6,12,2001,163000,3,8,6,3,8,False
1871267,2,27,2002,137000,3,8,6,3,1,False
1982772,8,12,2003,100000,3,3,2,3,1,False
3063066,8,11,2020,1217000,11,8,6,2,1,False
2008991,12,10,2003,0,3,6,7,15,18,False
2778514,6,23,2015,0,3,8,6,15,19,False
2909528,12,7,2017,0,3,8,6,15,18,False
1942141,2,25,2003,192000,3,7,6,3,1,False
1387388,7,26,1994,110000,3,8,6,2,1,False
2232689,8,23,2006,0,3,8,6,15,10,False
1407276,11,24,1994,68476,3,8,0,15,9,False
1215347,10,29,1991,110000,3,8,0,2,1,False
1229043,1,31,1992,250000,3,8,0,10,1,False
1619999,6,11,1998,54068,3,8,6,15,14,False
2288369,5,29,2007,0,3,3,2,15,10,False
2343684,4,29,2008,405000,3,8,6,3,1,False
1910022,9,10,2002,0,3,8,6,15,10,False
2612318,6,7,2013,0,3,2,7,15,18,False
2612318,6,7,2013,0,3,2,7,15,18,False
2612318,6,7,2013,0,3,2,7,15,18,False
2612318,6,7,2013,0,3,2,7,15,18,False
1928861,12,19,2002,260000,3,0,6,3,1,False
2823980,9,14,2016,887500,11,8,6,3,1,False
2501184,6,30,2011,586000,3,8,6,15,14,False
2262338,1,24,2007,0,3,8,6,15,18,False
1539684,4,18,1997,97990,3,3,2,3,1,False
3042325,1,30,2020,0,11,8,6,2,18,False
2613485,6,21,2013,362000,3,3,2,3,1,False
3079963,10,27,2020,654950,3,8,6,3,1,False
2082481,11,1,2004,0,3,8,6,15,13,False
2799361,5,27,2016,760000,3,8,6,22,18,False
1323859,8,3,1993,122000,3,8,0,2,1,False
2634818,9,27,2013,0,3,8,6,15,5,False
1416980,2,15,1995,0,3,8,6,15,9,False
1281008,11,11,1992,54950,0,0,0,0,0,False
1185087,4,4,1991,0,3,3,7,15,9,False
1185087,4,4,1991,0,3,3,7,15,9,False
2592789,3,4,2013,869000,3,8,6,3,1,False
2187156,2,9,2006,642000,3,8,6,3,1,False
1848447,10,18,2001,196500,3,8,6,3,1,False
1944132,3,6,2003,475000,3,8,6,3,1,False
2470478,12,9,2010,0,3,8,6,15,14,False
1950079,4,2,2003,0,3,2,11,15,13,False
1413405,1,13,1995,0,3,2,7,15,9,False
2488447,4,18,2011,0,3,8,6,15,10,False
2656230,2,27,2014,445000,3,3,2,3,1,False
1536824,3,31,1997,188500,3,8,6,3,1,False
2626888,8,23,2013,1236000,3,8,6,3,1,False
2272050,3,12,2007,215000,3,8,6,3,1,False
2725989,4,24,2015,427000,3,8,6,3,1,False
1059382,4,28,1989,78000,1,7,0,2,1,False
2477585,1,26,2011,600000,3,8,6,3,1,False
2380592,2,19,2009,590000,2,3,2,3,1,False
1450837,9,8,1995,0,4,9,6,15,5,False
906531,10,24,1986,122500,2,8,0,2,1,False
2287809,5,18,2007,0,3,8,6,15,13,False
3058158,6,25,2020,895000,11,8,6,2,1,False
2888957,8,30,2017,619000,3,3,2,3,1,False
2173621,12,2,2005,459000,3,8,6,3,1,False
1561761,8,12,1997,0,0,0,0,15,5,False
2182461,1,19,2006,390000,3,8,6,3,1,False
2194859,3,2,2006,164990,2,3,2,3,1,False
1644905,10,14,1998,135000,3,8,6,3,1,False
1701899,7,29,1999,112500,3,3,2,3,1,False
1549061,6,12,1997,1075000,1,0,0,3,1,False
1447391,9,8,1995,132000,3,8,6,3,1,False
1021128,9,8,1988,177500,3,3,0,2,1,False
2206639,5,3,2006,620000,3,8,6,3,1,False
3005327,8,12,2019,0,11,8,6,3,1,False
2001149,10,29,2003,0,3,8,6,4,8,False
2953586,9,7,2018,815000,11,8,6,3,1,False
1870290,2,20,2002,0,3,8,6,15,13,False
1601095,3,23,1998,132900,2,3,2,3,1,False
3018239,10,15,2019,727700,2,8,6,3,1,False
1469532,2,6,1996,0,3,8,6,15,11,False
1861236,12,10,2001,0,3,8,6,15,18,False
1859054,12,4,2001,0,3,8,6,15,13,False
1493347,6,25,1996,207500,3,8,6,3,1,False
2166617,10,30,2005,0,2,8,6,15,10,False
2329456,12,20,2007,0,3,8,6,15,13,False
1984230,8,20,2003,174000,3,3,6,3,1,False
1745800,4,5,2000,0,3,8,6,15,13,False
1469364,1,6,1996,0,3,8,6,15,11,False
2309681,9,4,2007,0,3,8,6,15,18,False
2091052,12,14,2004,0,3,8,6,15,10,False
2498621,6,29,2011,487500,3,8,6,24,8,False
2767389,11,16,2015,349900,3,8,6,3,1,False
2192998,3,10,2006,346000,3,8,6,3,1,False
2573173,11,2,2012,220000,3,8,6,3,1,False
2135058,6,9,2005,370000,3,8,6,3,1,False
1366145,3,22,1994,249990,3,8,0,2,1,False
1776038,8,23,2000,0,3,8,6,3,5,False
1636937,4,1,1998,0,3,8,6,15,11,False
2578614,11,28,2012,364990,2,8,6,3,1,False
2960833,11,2,2018,1139950,11,8,6,3,1,False
2257818,12,21,2006,0,3,8,6,3,14,False
3075255,10,1,2020,0,11,8,6,15,18,False
1599588,3,13,1998,312000,3,0,0,3,1,False
2328280,12,31,2007,0,3,8,6,18,5,False
1694815,6,22,1999,186000,3,8,6,3,1,False
1269402,9,14,1992,0,3,7,0,15,18,False
722546,5,20,1983,75000,3,8,0,2,1,False
2668508,5,12,2014,301500,3,8,6,3,1,False
1640875,9,3,1998,225000,3,8,6,3,1,False
1563976,7,4,1994,0,0,3,2,15,14,False
2144892,7,14,2005,570000,3,8,6,3,1,False
2023569,2,25,2004,0,3,8,6,15,11,False
2010083,12,22,2003,259912,2,8,6,3,1,False
2408910,9,1,2009,0,3,8,6,15,10,False
2505186,8,9,2011,0,3,8,6,18,4,False
1425011,4,14,1995,119950,3,8,6,2,1,False
2210584,5,24,2006,670000,3,8,6,3,1,False
3047457,4,22,2020,0,11,8,6,2,8,False
1438166,7,13,1995,0,3,8,6,15,14,False
1578340,11,13,1997,145000,3,0,0,3,1,False
1397107,9,20,1994,128000,3,8,0,2,1,False
1941524,1,30,2003,0,3,8,6,15,11,False
1569289,9,24,1997,188500,3,8,6,3,1,False
2552838,7,6,2012,789000,3,8,6,3,1,False
2303712,8,6,2007,342500,3,8,6,3,1,False
1984454,3,21,1994,0,3,8,6,3,16,False
2954490,9,4,2018,199875,4,7,6,3,1,False
2954490,9,4,2018,199875,4,7,6,3,1,False
2954490,9,4,2018,199875,4,7,6,3,1,False
2954490,9,4,2018,199875,4,7,6,3,1,False
2206891,5,10,2006,356000,3,3,2,3,1,False
1428709,5,15,1995,95000,3,3,2,2,1,False
2135181,6,22,2005,431200,3,8,6,3,1,False
2937178,6,13,2018,775000,3,8,6,3,1,False
1632678,8,10,1998,2000,0,0,0,0,0,False
1555086,7,9,1997,415000,3,8,0,3,1,False
2944156,7,23,2018,316000,11,8,6,3,1,False
1358066,2,3,1994,0,1,8,0,15,18,False
1242524,4,3,1992,8995,0,0,0,0,0,False
2886975,8,29,2017,708000,3,8,6,3,1,False
2201491,4,20,2006,337500,3,8,6,3,1,False
2404264,8,7,2009,155000,3,8,6,22,1,False
2833438,11,2,2016,725000,11,8,6,3,1,False
2140317,7,13,2005,336500,3,8,6,3,1,False
2719611,3,17,2015,558000,3,8,6,3,1,False
1530816,2,25,1997,106000,1,3,2,3,1,False
1935459,1,23,2003,204950,2,8,6,3,1,False
2421793,12,14,2009,1550000,3,8,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1669258,2,22,1999,3240000,1,7,6,3,1,False
1449078,9,18,1995,279000,3,8,6,3,1,False
2494281,5,24,2011,150000,3,8,6,3,1,False
2402233,7,14,2009,312789,2,3,2,3,1,False
1686738,4,23,1999,0,3,8,6,15,8,False
2014940,12,12,2003,0,1,7,6,27,18,False
1279053,11,16,1992,209000,3,8,0,2,1,False
1487196,5,21,1996,131500,3,8,6,3,1,False
1501490,8,18,1996,278000,3,8,6,3,1,False
1429834,5,22,1995,163500,3,8,6,2,1,False
2228609,8,8,2006,500000,3,8,6,3,1,False
2449143,6,28,2010,375000,3,8,6,3,1,False
2284347,5,15,2007,0,3,8,6,24,8,False
1841598,9,11,2001,0,3,8,6,2,18,False
2786412,3,11,2016,342500,3,8,6,3,12,False
2012131,12,30,2003,173000,3,3,2,3,3,False
2045046,5,28,2004,390000,3,8,6,3,1,False
2372486,11,25,2008,319000,3,8,6,3,1,False
2354671,7,10,2008,0,3,8,6,15,11,False
2356308,7,14,2008,98781,2,3,2,3,1,False
2491337,5,11,2011,0,3,8,6,15,18,False
2984764,4,24,2019,620000,14,8,6,3,1,False
2546733,6,1,2012,212000,2,8,6,3,1,False
1333652,9,27,1993,110000,3,8,0,2,1,False
3056659,6,26,2020,230000,3,3,2,3,1,False
2275584,3,30,2007,416000,3,3,2,3,1,False
1634548,8,20,1998,237379,2,3,2,3,1,False
3090942,12,23,2020,275000,91,7,6,2,1,False
2563544,3,28,2012,217316,3,8,6,2,18,False
2815124,8,3,2016,430000,11,8,6,3,1,False
2586790,1,26,2013,338500,3,8,6,3,1,False
1617890,6,8,1998,0,3,8,6,15,18,False
1711435,9,3,1999,0,3,3,6,24,8,False
3028464,12,31,2019,0,11,8,6,15,1,False
3030305,1,10,2020,0,3,8,6,15,10,False
1568016,9,17,1997,152500,3,8,6,3,1,False
2270709,3,6,2007,241340,3,3,2,3,1,False
1690899,6,10,1999,0,3,2,11,15,18,False
1690899,6,10,1999,0,3,2,11,15,18,False
1690899,6,10,1999,0,3,2,11,15,18,False
2494144,5,31,2011,0,3,3,2,22,18,False
2655606,2,26,2014,130000,3,8,6,3,1,False
3101327,2,19,2021,0,11,8,6,2,18,False
3004740,7,12,2019,0,11,8,6,15,1,False
2550276,6,19,2012,0,3,8,6,15,13,False
2460909,9,27,2010,539950,3,8,6,3,1,False
1648588,11,4,1998,450000,3,0,6,3,1,False
2020712,2,24,2004,0,3,8,6,15,18,False
2020712,2,24,2004,0,3,8,6,15,18,False
2020712,2,24,2004,0,3,8,6,15,18,False
2020712,2,24,2004,0,3,8,6,15,18,False
2020712,2,24,2004,0,3,8,6,15,18,False
2020712,2,24,2004,0,3,8,6,15,18,False
2020712,2,24,2004,0,3,8,6,15,18,False
2020712,2,24,2004,0,3,8,6,15,18,False
2569515,10,3,2012,0,3,8,6,15,13,False
807504,12,18,1984,65000,3,8,0,2,1,False
1720668,11,8,1999,189000,3,8,6,3,1,False
1005497,5,17,1988,0,3,8,0,2,16,False
2925658,4,17,2018,528000,11,8,6,3,1,False
1551667,6,25,1997,135500,3,8,6,3,1,False
1617792,5,28,1998,218000,3,8,6,3,1,False
1643294,10,9,1998,555000,3,2,11,3,1,False
1250424,5,19,1992,112000,3,8,0,2,1,False
1795123,12,28,2000,295000,3,8,6,3,1,False
2815826,8,8,2016,0,3,8,6,15,13,False
1366227,3,14,1994,149000,2,8,0,2,1,False
3003196,7,23,2019,1445000,10,8,6,3,1,False
1945888,3,14,2003,0,3,8,6,15,10,False
1318142,6,16,1993,50,3,7,0,15,18,False
1833731,7,30,2001,384000,3,8,6,3,1,False
1910231,9,10,2002,0,3,8,6,3,5,False
1423322,3,28,1995,0,3,8,6,15,18,False
2464821,10,19,2010,335000,3,8,6,3,1,False
1582131,11,14,1997,0,3,8,6,15,11,False
2036001,4,27,2004,349690,2,8,6,3,1,False
2054983,6,18,2004,1268400,3,2,7,3,1,False
2069549,9,1,2004,315000,3,8,6,3,1,False
2094344,12,31,2004,250000,3,8,6,3,1,False
1239591,4,2,1992,15400,1,7,0,2,1,False
1452323,10,12,1995,124000,3,8,6,3,0,False
2824394,9,21,2016,0,3,8,6,15,13,False
1465887,1,8,1996,0,3,8,6,15,13,False
2436160,4,8,2010,950000,3,2,7,3,1,False
2670961,4,23,2014,314950,3,3,2,3,1,False
2663723,4,16,2014,849900,2,8,6,3,1,False
1821042,5,21,2001,183000,3,8,6,15,8,False
1230463,2,3,1992,255000,3,8,0,2,1,False
2555095,5,30,2012,0,3,2,11,27,18,False
2390742,5,12,2009,221000,3,3,2,22,8,False
2390742,5,12,2009,221000,3,3,2,22,8,False
1663080,1,15,1999,210000,3,2,4,3,1,False
1232235,2,21,1992,175000,2,8,0,2,1,False
1977145,7,23,2003,0,3,3,2,15,14,False
1148069,7,24,1990,70500,3,3,0,2,1,False
1861828,1,5,2002,0,3,8,6,15,10,False
2484787,3,22,2011,0,3,8,6,22,18,False
2628797,9,3,2013,110500,3,3,2,3,1,False
1670795,2,22,1999,0,3,0,11,15,18,False
2921779,3,19,2018,561000,5,8,6,3,1,False
2937124,6,14,2018,0,1,7,6,27,1,False
2937124,6,14,2018,0,1,7,6,27,1,False
2427224,1,14,2010,332000,2,3,2,3,1,False
2957321,10,3,2018,893000,11,8,6,3,1,False
2992999,6,5,2019,1495000,11,8,6,3,1,False
2388508,4,23,2009,500000,3,8,6,3,1,False
2304013,6,22,2007,0,3,2,11,15,18,False
1939355,1,18,2003,179900,3,8,6,3,1,False
2366921,10,2,2008,1019000,3,8,6,3,1,False
2820459,9,1,2016,375000,14,3,2,3,1,False
961158,8,24,1987,87000,3,8,0,2,1,False
2760367,10,2,2015,0,1,7,6,15,18,False
1278135,11,2,1992,0,3,8,6,15,9,False
2533404,2,6,2012,215000,3,8,6,4,18,False
2414430,10,26,2009,455000,2,3,2,3,1,False
2021111,2,23,2004,284000,3,8,6,3,1,False
1257065,7,9,1992,217000,3,8,0,2,1,False
1709388,9,3,1999,105000,3,8,6,3,1,False
1257867,7,14,1992,166000,2,8,0,2,1,False
2074852,9,30,2004,346000,3,8,6,3,1,False
2709293,12,15,2014,266000,3,8,6,4,18,False
2807087,6,27,2016,430000,3,8,6,24,8,False
1193217,5,31,1991,157000,3,8,0,2,1,False
1338022,10,21,1993,0,3,8,0,15,18,False
1339409,10,22,1993,123000,3,9,0,2,1,False
1707806,8,25,1999,249950,3,8,6,3,1,False
2708413,12,17,2014,917020,2,8,6,3,1,False
1699462,7,17,1999,200000,3,0,1,3,1,False
2399482,7,10,2009,385000,3,3,2,3,1,False
1612999,5,18,1998,1489,3,8,6,15,14,False
2644974,12,6,2013,0,3,8,6,4,8,False
1963180,5,5,2003,0,3,8,6,15,10,False
1699213,7,19,1999,0,3,3,2,15,10,False
2925543,3,14,2018,10,91,7,6,3,1,False
2831369,10,24,2016,211000,11,8,6,3,1,False
1377934,5,27,1994,120000,3,8,6,2,1,False
1971734,7,8,2003,660950,2,8,6,3,1,False
2165577,10,20,2005,358000,3,3,2,3,1,False
2369704,10,29,2008,959900,2,8,6,3,1,False
1871483,2,21,2002,432000,3,8,6,3,1,False
2985056,4,18,2019,471000,3,3,2,3,1,False
2057789,7,16,2004,236000,3,3,2,3,1,False
1371091,4,14,1994,46500,1,7,6,2,1,False
1825676,6,14,2001,0,1,8,6,15,11,False
2572980,10,17,2012,0,3,8,6,15,18,False
1945668,3,14,2003,510000,2,8,6,3,1,False
2305671,8,10,2007,340000,3,8,6,3,1,False
1374360,3,24,1994,0,3,2,0,15,9,False
2034978,4,16,2004,668000,3,8,6,3,1,False
1612656,12,21,1997,0,3,8,6,15,18,False
1527246,2,4,1997,187500,3,8,6,3,1,False
1443317,8,9,1995,140000,3,8,6,3,1,False
1443317,8,9,1995,140000,3,8,6,3,1,False
2471020,12,13,2010,154000,3,8,6,4,18,False
920985,1,6,1987,0,3,7,3,26,8,False
920985,1,6,1987,0,3,7,3,26,8,False
2718010,3,5,2015,625000,3,8,6,3,1,False
2238111,9,15,2006,325000,3,8,6,3,1,False
3106206,3,19,2021,715000,14,8,6,2,1,False
1992631,9,24,2003,0,3,3,2,15,5,False
2266878,2,15,2007,0,3,8,6,15,13,False
1997975,10,24,2003,0,3,8,6,15,8,False
1876174,10,12,2001,525000,3,8,6,3,1,False
2489829,5,2,2011,0,3,3,2,18,4,False
2983485,4,19,2019,990000,3,8,6,3,18,False
1407785,12,8,1994,375000,3,8,6,2,1,False
2031315,3,27,2004,10029,1,8,10,3,1,False
2660265,3,27,2014,406000,3,8,6,3,1,False
1766578,7,21,2000,0,3,8,6,15,14,False
1744696,3,30,2000,599950,2,3,2,3,1,False
992784,3,25,1988,60000,3,8,0,11,1,False
1953353,4,17,2003,0,3,8,6,15,10,False
2723231,1,30,2015,0,3,8,6,3,16,False
2353965,5,2,2008,0,3,8,6,15,11,False
1999855,10,27,2003,333665,2,8,6,3,1,False
2374393,12,9,2008,559950,2,8,6,3,1,False
1242749,4,17,1992,0,3,8,0,15,9,False
2530792,2,16,2012,65000,3,3,2,3,1,False
1332555,9,21,1993,150500,3,8,0,2,1,False
3031504,12,30,2019,0,3,2,11,15,16,False
1267606,8,29,1992,247100,3,8,0,2,1,False
1565944,9,2,1997,162000,1,7,6,3,1,False
2289539,5,25,2007,450000,3,8,6,3,1,False
1913162,9,25,2002,307500,2,8,6,3,1,False
2578877,12,11,2012,2491149,3,8,6,18,4,False
2788184,1,20,2016,0,3,2,4,15,18,False
2960123,10,19,2018,415000,11,8,6,3,1,False
1956147,5,1,2003,652500,3,8,6,3,1,False
2699675,10,29,2014,645000,3,8,6,3,1,False
2130316,6,8,2005,264500,3,8,6,3,1,False
1720388,11,2,1999,314990,2,8,6,3,1,False
1527894,2,11,1997,128500,3,8,6,3,1,False
2776095,8,6,2015,0,2,3,2,3,16,False
2537269,3,8,2012,29500,3,3,2,3,18,False
2412107,10,5,2009,0,3,8,6,15,13,False
2634735,10,7,2013,1996000,2,8,6,3,1,False
1648918,11,4,1998,62271,0,0,0,15,14,False
1841446,9,12,2001,0,3,8,6,15,8,False
